time,flux,flux_err,quality
1325.323086913456,0.8877379298210144,0.18446002900600433,4096
1325.3439206569594,0.8775320649147034,0.18446002900600433,4096
1325.3647544017567,0.871669590473175,0.18446002900600433,4096
1325.3855881478073,0.8775792717933655,0.18446002900600433,4096
1325.4064218950716,0.8704761266708374,0.18446002900600433,4096
1325.4272556434814,0.8713698983192444,0.18446002900600433,4096
1325.4480893930097,0.9160249829292297,0.18446002900600433,4096
1325.4689231435907,1.0857603549957275,0.18446002900600433,4096
1325.4897568951903,1.3221495151519775,0.18446002900600433,4096
1325.5105906477759,1.442961573600769,0.18446002900600433,4096
1325.531424401286,1.455564260482788,0.18446002900600433,4096
1325.5522581556907,1.4087778329849243,0.18446002900600433,4096
1325.5730919109615,1.3380515575408936,0.18446002900600433,4096
1325.5939256670408,1.2730317115783691,0.18446002900600433,4096
1325.6147594239033,1.1980644464492798,0.18446002900600433,4096
1325.6355931815244,1.1280977725982666,0.18446002900600433,4096
1325.6564269398502,1.0721957683563232,0.18446002900600433,0
1325.6772606988702,1.0396345853805542,0.18446002900600433,0
1325.6980944585325,1.00913667678833,0.18446002900600433,4096
1325.7189282188183,0.9950600266456604,0.18446002900600433,0
1325.7397619797086,0.9594234824180603,0.18446002900600433,4096
1325.7605957411572,0.9329966306686401,0.18446002900600433,0
1325.7814295031474,0.8985937237739563,0.18446002900600433,0
1325.8022632656641,0.8933822512626648,0.18446002900600433,4096
1325.8230970286631,0.8793514966964722,0.18446002900600433,4096
1325.8439307921321,0.8596400022506714,0.18446002900600433,4096
1325.8647645560586,0.8488269448280334,0.18446002900600433,0
1325.8855983204014,0.8459669947624207,0.18446002900600433,0
1325.9064320851603,0.8411372303962708,0.18446002900600433,4096
1325.9272658502957,0.8466732501983643,0.18446002900600433,4096
1325.9480996157988,0.8485735058784485,0.18446002900600433,4096
1325.968933381662,0.9211716651916504,0.18446002900600433,4096
1325.9897671478477,1.1532979011535645,0.18446002900600433,4096
1326.01060091435,1.4019489288330078,0.18446002900600433,0
1326.0314346811624,1.4990171194076538,0.18446002900600433,4096
1326.0522684482505,1.4570305347442627,0.18446002900600433,4096
1326.0731022156092,1.383528470993042,0.18446002900600433,0
1326.0939359832353,1.31423020362854,0.18446002900600433,0
1326.1147697510946,1.2344337701797485,0.18446002900600433,0
1326.1356035191943,1.1811206340789795,0.18446002900600433,4096
1326.1564372875027,1.1220836639404297,0.18446002900600433,0
1326.1772710560178,1.0661571025848389,0.18446002900600433,0
1326.1981048247385,1.0446668863296509,0.18446002900600433,0
1326.2189385936338,1.0039116144180298,0.18446002900600433,0
1326.2397723627028,0.9917534589767456,0.18446002900600433,0
1326.260606131946,0.9579117894172668,0.18446002900600433,0
1326.2814399013334,0.9432145953178406,0.18446002900600433,0
1326.3022736711405,0.9061055183410645,0.18446002900600433,0
1326.3231074410455,0.8888098001480103,0.18446002900600433,0
1326.3439412108462,0.8789190053939819,0.18446002900600433,4096
1326.3647749807765,0.8636482954025269,0.18446002900600433,0
1326.3856087508084,0.8542972207069397,0.18446002900600433,0
1326.4064425209447,0.854964017868042,0.18446002900600433,0
1326.427276291188,0.8507468104362488,0.18446002900600433,0
1326.4481100615117,0.8756217956542969,0.18446002900600433,0
1326.4689438319183,0.9019791483879089,0.18446002900600433,4096
1326.4897776024122,0.9791184067726135,0.18446002900600433,0
1326.5106113729669,1.1588975191116333,0.18446002900600433,0
1326.5314451435963,1.355234146118164,0.18446002900600433,0
